SID000000 "Loan Confirmed"
SID002145 "Build %d Car"
SID002146 "Build %d Car"
SID002147 "Upgrade %d Chassis"
SID002148 "Build Technology"
SID002149 "Build Driving Aid"
SID002150 "Build Spares"
SID002151 "You do not have enough cash to meet the cost of this construction project."
SID002152 "New Cars"
SID002153 "Team Manager"
SID002154 "I have allocated the new car in order of importance. The old car has been scrapped."
SID002155 "Full Test Programme"
SID002156 "Technical Director"
SID002157 "Now that we have all new cars we can do Research and Development testing again."
SID002158 "Car Construction"
SID002159 "Technical Director"
SID002160 "We have built a fully upgraded car to this year's specification."
SID002161 "You have built another racing car for use this year, at a cost of %s."
SID002162 "You have built a race car for next year, at a cost of %s."
SID002163 "New Car Build"
SID002164 "Technical Director"
SID002165 "We have built a car to next year's specification."
SID002166 "Illegal Chassis"
SID002167 "Technical Director"
SID002168 "We have constructed a chassis for next year that is illegal. This is a complete waste of cash!"
SID002169 "You have upgraded your race cars with new chassis parts at a cost of %s."
SID002170 "Upgraded Chassis"
SID002171 "Technical Director"
SID002172 "We have upgraded this year's cars with aerodynamically improved body parts."
SID002173 "You have upgraded your race cars with new internal technology at a cost of %s."
SID002174 "Upgraded Technology"
SID002175 "Technical Director"
SID002176 "We have upgraded the internal technology of this year's cars."
SID002177 "You have upgraded your Driving Aids at a cost of %s."
SID002178 "Upgraded Driving Aids"
SID002179 "Technical Director"
SID002180 "We have finished making new Driving Aids."
SID002181 "You have built more spare parts for your race cars at a cost of %s."
SID002182 "Made New Spares"
SID002183 "Technical Director"
SID002184 "We have manufactured some more spares."
SID002185 "You can not carry out R & D on a tyre compound prepared for a different team."
SID002186 "Do you wish to carry out R & D on this tyre type?"
SID002187 "The new tyre compound will be ready after the next Grand Prix. Do you wish to proceed with the new specification?"
SID002188 "If you remap your tyres now, your next tyre compound will be upgraded only by the number of Remapping points currently available to you. Do you wish to proceed?"
SID002189 "If you improve your tyres now, your next tyre compound will be upgraded only by the number of Improvement points currently available to you. Do you wish to proceed?"
SID002190 "You can not carry out R & D on an engine unit designed for a different team."
SID002191 "Do you wish to carry out R & D on this engine?"
SID002192 "The new engine unit will be ready after the next Grand Prix. Do you wish to proceed with the new specification?"
SID002193 "If you remap your engine now, your next engine will be upgraded only by the number of Remapping points currently available to you. Do you wish to proceed?"
SID002194 "If you improve your engine now, your next engine will be upgraded only by the number of Improvement points currently available to you. Do you wish to proceed?"
SID002195 "You can not carry out R & D on fuel designed for a different team."
SID002196 "Do you wish to carry out R & D on this fuel?"
SID002197 "The new fuel grade will be ready after the next Grand Prix. Do you wish to proceed with the new specification?"
SID002198 "If you remap your fuel now, your next fuel will be upgraded only by the number of Remapping points currently available to you. Do you wish to proceed?"
SID002199 "If you improve your fuel now, your next fuel will be upgraded only by the number of Improvement points currently available to you. Do you wish to proceed?"
SID002200 "Decrease Rating"
SID002201 "Increase Rating"
SID002202 "Remap Tyre Type"
SID002203 "Improve Tyre Type"
SID002204 "Remap Engine"
SID002205 "Improve Engine"
SID002206 "Remap Fuel"
SID002207 "Improve Fuel"
SID002208 "Start R & D"
SID002209 "Finish R & D"
SID002210 "Select Specification"
SID002211 "Tyre Contract"
SID002212 "Deal"
SID002213 "Partner"
SID002214 "Works"
SID002215 "Customer"
SID002216 "Upgrade"
SID002217 "None"
SID002218 "Regular"
SID002219 "Fast"
SID002220 "R&D"
SID002221 "None"
SID002222 "Assist"
SID002223 "Control"
SID002224 "Priority"
SID002225 "No"
SID002226 "Yes"
SID002227 "R&D"
SID002228 "Your deal does not allow you to take part in Tyre Research and Development."
SID002229 "Specification"
SID002230 "Testing"
SID002231 "Remapping"
SID002232 "Improvement"
SID002233 "Tyres"
SID002234 "Type"
SID002235 "Sets"
SID002236 "Specification"
SID002237 "Dry Hard"
SID002238 "Dry Soft"
SID002239 "Intermediate"
SID002240 "Wet Weather"
SID002241 "Tyre Data"
SID002242 "Specification"
SID002243 "Grip"
SID002244 "Resilience"
SID002245 "Stiffness"
SID002246 "Temperature"
SID002247 "Available"
SID002248 "New Tyre Set"
SID002249 "Technical Director"
SID002250 "Our Tyre Sponsor has provided us with a new tyre set in accordance with our R & D."
SID002251 "Engine Contract"
SID002252 "Deal"
SID002253 "Partner"
SID002254 "Works"
SID002255 "Customer"
SID002256 "Upgrade"
SID002257 "None"
SID002258 "Regular"
SID002259 "Fast"
SID002260 "R&D"
SID002261 "None"
SID002262 "Assist"
SID002263 "Control"
SID002264 "Priority"
SID002265 "No"
SID002266 "Yes"
SID002267 "R&D"
SID002268 "Your deal does not allow you to take part in Engine Research and Development."
SID002269 "Specification"
SID002270 "Testing"
SID002271 "Remapping"
SID002272 "Improvement"
SID002273 "Engines"
SID002274 "Models"
SID002275 "Specification"
SID002276 "Racing Unit"
SID002277 "Engine Data"
SID002278 "Specification"
SID002279 "Fuel"
SID002280 "Heat"
SID002281 "Power"
SID002282 "Reliability"
SID002283 "Response"
SID002284 "Rigidity"
SID002285 "Weight"
SID002286 "Available"
SID002287 "New Engine"
SID002288 "Technical Director"
SID002289 "Our Engine Sponsor has provided us with a new engine in accordance with our R & D."
SID002290 "Fuel Contract"
SID002291 "Deal"
SID002292 "Partner"
SID002293 "Works"
SID002294 "Customer"
SID002295 "Upgrade"
SID002296 "None"
SID002297 "Regular"
SID002298 "Fast"
SID002299 "R&D"
SID002300 "None"
SID002301 "Assist"
SID002302 "Control"
SID002303 "Priority"
SID002304 "No"
SID002305 "Yes"
SID002306 "R&D"
SID002307 "Your deal does not allow you to take part in Fuel Research and Development."
SID002308 "Specification"
SID002309 "Testing"
SID002310 "Remapping"
SID002311 "Improvement"
SID002312 "Fuel"
SID002313 "Grades"
SID002314 "Specification"
SID002315 "Race Fuel"
SID002316 "Fuel Data"
SID002317 "Specification"
SID002318 "Performance"
SID002319 "Engine"
SID002320 "Tolerance"
SID002321 "Available"
SID002322 "New Fuel Grade"
SID002323 "Technical Director"
SID002324 "Our Fuel Sponsor has provided us with a new fuel grade in accordance with our R & D."
SID002325 "Tyre R & D"
SID002326 "Technical Director"
SID002327 "We are able to Improve or Remap our tyres, and should do so as soon as possible."
SID002328 "Engine R & D"
SID002329 "Technical Director"
SID002330 "We are able to Improve or Remap our engines, and should do so as soon as possible."
SID002331 "Fuel R & D"
SID002332 "Technical Director"
SID002333 "We are able to Improve or Remap our fuel, and should do so as soon as possible."
SID002334 "%d"
SID002335 "%d"
SID002336 "%d"
SID002337 "HAR"
SID002338 "FER"
SID002339 "FOR"
SID002340 "MBZ"
SID002341 "MGH"
SID002342 "PEU"
SID002343 "MEC"
SID002344 "TOY"
SID002345 "XXX"
SID002346 "%d"
SID002347 "%d"
SID002348 "%d"
SID002349 "PTR"
SID002350 "SHL"
SID002351 "AGP"
SID002352 "MBL"
SID002353 "REP"
SID002354 "TTL"
SID002355 "ELF"
SID002356 "TEX"
SID002357 "ESS"
SID002358 "XXX"
SID002359 "%d"
SID002360 "%d"
SID002361 "%d"
SID002362 "%d Chassis"
SID002363 "%d Chassis"
SID002364 "Your current Design for next year does not comply with FIA regulations and must be scrapped. All progress on the current chassis design will be lost, and a new design will have to be started, also any cars you have already built for next year must also be destroyed. Do you wish to proceed?"
SID002365 "Do you want to start a new design project to improve the Performance of your Brakes?"
SID002366 "Do you want to start a new design project to improve the Performance of your Clutch?"
SID002367 "Do you want to start a new design project to improve the Performance of your Electronics?"
SID002368 "Do you want to start a new design project to improve the Performance of your Gearbox?"
SID002369 "Do you want to start a new design project to improve the Performance of your Hydraulics?"
SID002370 "Do you want to start a new design project to improve the Performance of your Suspension?"
SID002371 "Do you want to start a new design project to improve the Performance of your Throttle?"
SID002372 "Do you want to start a new design project to improve the Reliability of your Brakes?"
SID002373 "Do you want to start a new design project to improve the Reliability of your Clutch?"
SID002374 "Do you want to start a new design project to improve the Reliability of your Electronics?"
SID002375 "Do you want to start a new design project to improve the Reliability of your Gearbox?"
SID002376 "Do you want to start a new design project to improve the Reliability of your Hydraulics?"
SID002377 "Do you want to start a new design project to improve the Reliability of your Suspension?"
SID002378 "Do you want to start a new design project to improve the Reliability of your Throttle?"
SID002379 "You can not send your improved design to the Engineers for construction until they have completed the current Technology Upgrade."
SID002380 "Your improved design has been passed to the Construction team, so that they can start work on making the new Brakes immediately."
SID002381 "You can not send your improved design to the Engineers for construction until they have completed the current Technology Upgrade."
SID002382 "Your improved design has been passed to the Construction team, so that they can start work on making the new Clutch immediately."
SID002383 "You can not send your improved design to the Engineers for construction until they have completed the current Technology Upgrade."
SID002384 "Your improved design has been passed to the Construction team, so that they can start work on making the new Electronics immediately."
SID002385 "You can not send your improved design to the Engineers for construction until they have completed the current Technology Upgrade."
SID002386 "Your improved design has been passed to the Construction team, so that they can start work on making the new Gearbox immediately."
SID002387 "You can not send your improved design to the Engineers for construction until they have completed the current Technology Upgrade."
SID002388 "Your improved design has been passed to the Construction team, so that they can start work on making the new Hydraulics immediately."
SID002389 "Your improved design has been passed to the Construction team, so that they can start work on making the new Suspension immediately."
SID002390 "You can not send your improved design to the Engineers for construction until they have completed the current Technology Upgrade."
SID002391 "Your improved design has been passed to the Construction team, so that they can start work on making the new Throttle immediately."
SID002392 "Do you want to start a new design project to improve your Active Suspension?"
SID002393 "Do you want to start a new design project to improve your Automatic Gears?"
SID002394 "Do you want to start a new design project to improve your Power Brakes?"
SID002395 "Do you want to start a new design project to improve your Traction Control?"
SID002396 "You can not send your improved design to the Engineers for construction until they have completed the current Driving Aid Upgrade."
SID002397 "You have not yet had this design approved by the FIA. Are you sure that you wish to pass the design on to the Construction team?"
SID002398 "Your improved design has been passed to the Construction team, so that they can start work on making the new Active Suspension immediately."
SID002399 "You can not send your improved design to the Engineers for construction until they have completed the current Driving Aid Upgrade."
SID002400 "You have not had this design approved by the FIA yet, are you sure you want to pass the design on to the Construction team as the FIA might reject your Automatic Gears?"
SID002401 "Your improved design has been passed to the Construction team, so that they can start work on making the new Automatic Gears immediately."
SID002402 "You can not send your improved design to the Engineers for construction until they have completed the current Driving Aid Upgrade."
SID002403 "You have not had this design approved by the FIA yet, are you sure you want to pass the design on to the Construction team as the FIA might reject your Power Brakes?"
SID002404 "Your improved design has been passed to the Construction team, so that they can start work on making the new Power Brakes immediately."
SID002405 "You can not send your improved design to the Engineers for construction until they have completed the current Driving Aid Upgrade."
SID002406 "You have not had this design approved by the FIA yet, are you sure you want to pass the design on to the Construction team as the FIA might reject your new Traction Control?"
SID002407 "Your improved design has been passed to the Construction team, so that they can start work on making the new Traction Control immediately."
SID002408 "Do you wish to submit your new Active Suspension design to the FIA for inspection and approval?"
SID002409 "Do you wish to submit your new Automatic Gears design to the FIA for inspection and approval?"
SID002410 "Do you wish to submit your new Power Brakes design to the FIA for inspection and approval?"
SID002411 "Do you wish to submit your new Traction Control design to the FIA for inspection and approval?"
SID002412 "Scrap Illegal Design"
SID002413 "Start New Chassis Design"
SID002414 "Decrease Staff"
SID002415 "Increase Staff"
SID002416 "Finish Design Stage"
SID002417 "Construct Chassis"
SID002418 "Improve Performance"
SID002419 "Improve Reliability"
SID002420 "Construct New Brakes"
SID002421 "Construct New Clutch"
SID002422 "Construct New Electronics"
SID002423 "Construct New Gearbox"
SID002424 "Construct New Hydraulics"
SID002425 "Construct New Suspension"
SID002426 "Construct New Throttle"
SID002427 "Improve Active Suspension"
SID002428 "Improve Automatic Gears"
SID002429 "Improve Power Brakes"
SID002430 "Improve Traction Control"
SID002431 "Construct New Active Suspension"
SID002432 "Construct New Automatic Gears"
SID002433 "Construct New Power Brakes"
SID002434 "Construct New Traction Control"
SID002435 "Submit for FIA Approval"
SID002436 "Designers"
SID002437 "Available"
SID002438 "%d%%"
SID002439 "%d Chassis"
SID002440 "%d%%"
SID002441 "%d Chassis"
SID002442 "%d%%"
SID002443 "Technology"
SID002444 "%d%%"
SID002445 "Driving Aids"
SID002446 "%d%%"
SID002447 "%d Chassis"
SID002448 "Name"
SID002449 "Handling"
SID002450 "Project"
SID002451 "?"
SID002452 "%d%%"
SID002453 "None"
SID002454 "%d Chassis"
SID002455 "Name"
SID002456 "Stage"
SID002457 "Efficiency"
SID002458 "%d%%"
SID002459 "Driving Aids"
SID002460 "Component"
SID002461 "Level"
SID002462 "FIA"
SID002463 "Technology"
SID002464 "Performance"
SID002465 "Reliability"
SID002466 "Brakes"
SID002467 "Clutch"
SID002468 "Electronics"
SID002469 "Gearbox"
SID002470 "Hydraulics"
SID002471 "Suspension"
SID002472 "Throttle"
SID002473 "Designers"
SID002474 "Available"
SID002475 "%d%%"
SID002476 "%d Chassis"
SID002477 "%d%%"
SID002478 "Technology"
SID002479 "%d%%"
SID002480 "Driving Aids"
SID002481 "%d%%"
SID002482 "%d Chassis"
SID002483 "%d Chassis"
SID002484 "%d%%"
SID002485 "Design Stage"
SID002486 "Efficiency"
SID002487 "%d%%"
SID002488 "%d Regulations"
SID002489 "Start Work"
SID002490 "Start Work"
SID002491 "%d Chassis Design"
SID002492 "%d Chassis Design"
SID002493 "Stage"
SID002494 "Facility"
SID002495 "Progress"
SID002496 "Finish"
SID002497 "Design"
SID002498 "%d%%"
SID002499 "CFD Simulation"
SID002500 "%d%%"
SID002501 "Model Design"
SID002502 "%d%%"
SID002503 "Wind Tunnel"
SID002504 "%d%%"
SID002505 "Construct Chassis"
SID002506 "New Chassis Design"
SID002507 "Chief Designer"
SID002508 "Starting work on a new chassis design before FIA regulations have been issued is very risky."
SID002509 "Next Year's Cars"
SID002510 "Technical Director"
SID002511 "We are now ready to build cars for next year."
SID002512 "Designers"
SID002513 "Available"
SID002514 "%d%%"
SID002515 "%d Chassis"
SID002516 "%d%%"
SID002517 "Technology"
SID002518 "%d%%"
SID002519 "Driving Aids"
SID002520 "%d%%"
SID002521 "%d Chassis"
SID002522 "%d%%"
SID002523 "Chassis %s"
SID002524 "Testing"
SID002525 "Old Chassis!"
SID002526 "Handling"
SID002527 "%d%%"
SID002528 "?"
SID002529 "Problem"
SID002530 "Old Chassis!"
SID002531 "Solution"
SID002532 "Old Chassis!"
SID002533 "None"
SID002534 "Start Work"
SID002535 "Start Work"
SID002536 "None"
SID002537 "No Project"
SID002538 "Stage"
SID002539 "Facility"
SID002540 "Progress"
SID002541 "Finish"
SID002542 "Design"
SID002543 "%d%%"
SID002544 "CFD Simulation"
SID002545 "%d%%"
SID002546 "Model Design"
SID002547 "%d%%"
SID002548 "Wind Tunnel"
SID002549 "%d%%"
SID002550 "Construct Component"
SID002551 "Chassis Upgrade"
SID002552 "Technical Director"
SID002553 "We are ready to upgrade our chassis with new body parts."
SID002554 "Designers"
SID002555 "Available"
SID002556 "%d%%"
SID002557 "%d Chassis"
SID002558 "%d%%"
SID002559 "%d Chassis"
SID002560 "%d%%"
SID002561 "Driving Aids"
SID002562 "%d%%"
SID002563 "Technology"
SID002564 "%d%%"
SID002565 "Performance"
SID002566 "Reliability"
SID002567 "Progress"
SID002568 "Construct"
SID002569 "Brakes"
SID002570 "%d%%"
SID002571 "Clutch"
SID002572 "%d%%"
SID002573 "Electronics"
SID002574 "%d%%"
SID002575 "Gearbox"
SID002576 "%d%%"
SID002577 "Hydraulics"
SID002578 "%d%%"
SID002579 "Suspension"
SID002580 "%d%%"
SID002581 "Throttle"
SID002582 "%d%%"
SID002583 "Technology Upgrade"
SID002584 "Technical Director"
SID002585 "We are ready to upgrade our car internal technology."
SID002586 "Designers"
SID002587 "Available"
SID002588 "%d%%"
SID002589 "%d Chassis"
SID002590 "%d%%"
SID002591 "%d Chassis"
SID002592 "%d%%"
SID002593 "Technology"
SID002594 "%d%%"
SID002595 "Driving Aids"
SID002596 "%d%%"
SID002597 "Level"
