SID000000 "Prêt confirmé"
SID002149 "Construire aide au pilotage"
SID002150 "Construire rechanges"
SID002151 "Vous manquez d'argent pour mener à bien ce projet de construction."
SID002152 "Nouvelles voitures"
SID002153 "Directeur sportif"
SID002154 "J'ai alloué la nouvelle voiture par ordre d'importance. L'ancienne voiture a été détruite."
SID002155 "Programme d'essais complet"
SID002156 "Directeur technique"
SID002157 "Maintenant que nous disposons de toutes les nouvelles voitures, nous pouvons relancer les essais de R&D."
SID002158 "Construction de voiture"
SID002159 "Directeur technique"
SID002160 "Nous avons construit une voiture entièrement aux spécifications de cette année."
SID002161 "Vous avez construit une autre voiture à utiliser cette année, pour un coût de %s."
SID002162 "Vous avez construit une voiture de course pour l'an prochain, au prix de %s."
SID002163 "Construire nouvelle voiture"
SID002164 "Directeur technique"
SID002165 "Nous avons construit une voiture selon les spécifications de l'an prochain."
SID002166 "Châssis non conforme"
SID002167 "Directeur technique"
SID002168 "Le châssis que nous avons construit pour l'an prochain n'est pas conforme. C'est une totale perte financière !"
SID002169 "Vous avez mis vos voitures à niveau à l'aide de nouvelles pièces de châssis pour un coût de %s."
SID002170 "Châssis amélioré"
SID002171 "Directeur technique"
SID002172 "Nous avons amélioré les voitures de cette année à l'aide de pièces de carrosserie plus aérodynamiques."
SID002173 "Vous avez mis vos voitures à niveau à l'aide de nouvelles technologies internes pour un coût de %s."
SID002174 "Technologie améliorée"
SID002175 "Directeur technique"
SID002176 "Nous avons mis à niveau la technologie interne des voitures de cette année."
SID002177 "Vous avez mis à niveau les aides au pilotage pour un coût de %s."
SID002178 "Aides au pilotage améliorées"
SID002179 "Directeur technique"
SID002180 "Nous avons terminé la construction des nouvelles aides au pilotage."
SID002181 "Vous avez construit davantage de rechanges pour vos voitures de course pour un coût de %s."
SID002182 "Nouvelles rechanges construites"
SID002183 "Directeur technique"
SID002184 "Nous avons construit d'autres rechanges."
SID002185 "Vous ne pouvez effectuer de R&D sur une gomme préparée pour une autre écurie."
SID002186 "Voulez-vous lancer la R&D sur ce type de pneu ?"
SID002187 "La nouvelle gomme de pneu sera prête après le prochain Grand Prix. Voulez-vous poursuivre selon les nouvelles spécifications ?"
SID002188 "Si vous ajustez vos pneus maintenant, l'amélioration de la future gomme sera fonction du nombre de points d'ajustement actuellement disponibles. Voulez-vous continuer ?"
SID002189 "Si vous améliorez vos pneus maintenant, la nouvelle gomme ne pourra incorporer que le nombre de points d'amélioration actuellement disponibles. Voulez-vous poursuivre ?"
SID002190 "Vous ne pouvez effectuer de R&D sur un moteur conçu pour une autre écurie."
SID002191 "Voulez-vous lancer la R&D sur ce moteur ?"
SID002192 "Le nouveau moteur sera prêt après le prochain Grand Prix. Voulez-vous poursuivre selon les nouvelles spécifications ?"
SID002193 "Si vous ajustez votre moteur maintenant, l'amélioration apportée sera fonction du nombre de points d'ajustement actuellement disponibles. Voulez-vous continuer ?"
SID002194 "Si vous améliorez votre moteur maintenant, le nouveau ne pourra incorporer que le nombre de points d'amélioration actuellement disponibles. Voulez-vous poursuivre ?"
SID002195 "Vous ne pouvez effectuer de R&D sur un carburant conçu pour une autre écurie."
SID002196 "Voulez-vous lancer la R&D sur ce carburant ?"
SID002197 "Le nouveau type de carburant sera prêt après le prochain Grand Prix. Voulez-vous poursuivre selon les nouvelles spécifications ?"
SID002198 "Si vous ajustez votre carburant maintenant, l'amélioration apportée sera fonction du nombre de points d'ajustement actuellement disponibles. Voulez-vous continuer ?"
SID002199 "Si vous améliorez votre carburant maintenant, le nouveau ne pourra incorporer que le nombre de points d'amélioration actuellement disponibles. Voulez-vous poursuivre ?"
SID002200 "Diminuer la valeur"
SID002201 "Augmenter la valeur"
SID002202 "Ajuster le type de pneu"
SID002203 "Améliorer le type de pneu"
SID002204 "Ajuster le moteur"
SID002205 "Améliorer le moteur"
SID002206 "Ajuster le carburant"
SID002207 "Améliorer le carburant"
SID002208 "Lancer la R&D"
SID002209 "Terminer la R&D"
SID002210 "Sélection de spécifications"
SID002211 "Contrat pneus"
SID002212 "Accord"
SID002213 "Partenaire"
SID002214 "Usine"
SID002215 "Client"
SID002216 "Mise à niv."
SID002217 "Néant"
SID002218 "Normal"
SID002219 "Rapide"
SID002220 "R&D"
SID002221 "Néant"
SID002222 "Assistance"
SID002223 "Contrôle"
SID002224 "Priorité"
SID002225 "Non"
SID002226 "Oui"
SID002227 "R&D"
SID002228 "Votre contrat ne vous permet pas de participer à la R&D en matière de pneus."
SID002229 "Spécifications"
SID002230 "Essais"
SID002231 "Ajustement"
SID002232 "Amélioration"
SID002233 "Pneus"
SID002234 "Type"
SID002235 "Trains"
SID002236 "Spécifications"
SID002237 "Sec dur"
SID002238 "Sec tendre"
SID002239 "Intermédiaire"
SID002240 "Pluie"
SID002241 "Données pneus"
SID002242 "Spécifications"
SID002243 "Accroche"
SID002244 "Elasticité"
SID002245 "Rigidité"
SID002246 "Température"
SID002247 "Disponible(s)"
SID002248 "Nouveau train de pneus"
SID002249 "Directeur technique"
SID002250 "Notre sponsor pneus nous a fourni un nouveau train de pneus conforme à notre R&D."
SID002251 "Contrat de moteur"
SID002252 "Accord"
SID002253 "Partenaire"
SID002254 "Usine"
SID002255 "Client"
SID002256 "Mise à niv."
SID002257 "Néant"
SID002258 "Normal"
SID002259 "Rapide"
SID002260 "R&D"
SID002261 "Néant"
SID002262 "Assistance"
SID002263 "Contrôle"
SID002264 "Priorité"
SID002265 "Non"
SID002266 "Oui"
SID002267 "R&D"
SID002268 "Votre contrat ne vous permet pas de participer à la R&D en matière de moteur."
SID002269 "Spécifications"
SID002270 "Essais"
SID002271 "Ajustement"
SID002272 "Amélioration"
SID002273 "Moteurs"
SID002274 "Modèles"
SID002275 "Spécifications"
SID002276 "Moteur course"
SID002277 "Données moteur"
SID002278 "Spécifications"
SID002279 "Carburant"
SID002280 "Chaleur"
SID002281 "Puissance"
SID002282 "Fiabilité"
SID002283 "Réponse"
SID002284 "Rigidité"
SID002285 "Poids"
SID002286 "Disponible(s)"
SID002287 "Nouveau moteur"
SID002288 "Directeur technique"
SID002289 "Notre sponsor moteur nous a fourni un nouveau moteur conforme à notre R&D."
SID002290 "Contrat carburant"
SID002291 "Accord"
SID002292 "Partenaire"
SID002293 "Usine"
SID002294 "Client"
SID002295 "Mise à niv."
SID002296 "Néant"
SID002297 "Normal"
SID002298 "Rapide"
SID002299 "R&D"
SID002300 "Néant"
SID002301 "Assistance"
SID002302 "Contrôle"
SID002303 "Priorité"
SID002304 "Non"
SID002305 "Oui"
SID002306 "R&D"
SID002307 "Votre contrat ne vous permet pas de participer à la R&D en matière de carburant."
SID002308 "Spécifications"
SID002309 "Essais"
SID002310 "Ajustement"
SID002311 "Amélioration"
SID002312 "Carburant"
SID002313 "Qualités"
SID002314 "Spécifications"
SID002315 "Carbu. course"
SID002316 "Données carburant"
SID002317 "Spécifications"
SID002318 "Performances"
SID002319 "Tolérance"
SID002320 "moteur"
SID002321 "Disponible(s)"
SID002322 "Nouvelle qualité de carburant"
SID002323 "Directeur technique"
SID002324 "Notre sponsor carburant nous a fourni une nouvelle qualité d'essence conforme à notre R&D."
SID002325 "R&D pneus"
SID002326 "Directeur technique"
SID002327 "Nous sommes en mesure d'améliorer ou ajuster nos pneus, et devrions le faire le plus tôt possible."
SID002328 "R&D moteur"
SID002329 "Directeur technique"
SID002330 "Nous sommes en mesure d'améliorer ou ajuster nos moteurs, et devrions le faire le plus tôt possible."
SID002331 "R&D carburant"
SID002332 "Directeur technique"
SID002333 "Nous sommes en mesure d'améliorer ou ajuster notre carburant, et devrions le faire le plus tôt possible."
SID002334 "%d"
SID002335 "%d"
SID002336 "%d"
SID002337 "HAR"
SID002338 "FER"
SID002339 "FOR"
SID002340 "MBZ"
SID002341 "MGH"
SID002342 "PEU"
SID002343 "MEC"
SID002344 "TOY"
SID002345 "XXX"
SID002346 "%d"
SID002347 "%d"
SID002348 "%d"
SID002349 "PTR"
SID002350 "SHL"
SID002351 "AGP"
SID002352 "MBL"
SID002353 "REP"
SID002354 "TTL"
SID002355 "ELF"
SID002356 "TEX"
SID002357 "ESS"
SID002358 "XXX"
SID002359 "%d"
SID002360 "%d"
SID002361 "%d"
SID002362 "Châssis %d"
SID002363 "Châssis %d"
SID002364 "Votre modèle actuel destiné à la saison prochaine n'est pas conforme au règlement de la FIA et doit être détruit. Tous les progrès effectués sur la conception du châssis actuel seront perdus, il va falloir concevoir un nouveau modèle, et les voitures que vous avez déjà pu construire pour l'an prochain devront également être détruites. Voulez-vous poursuivre ?"
SID002365 "Voulez-vous lancer un nouveau projet de conception pour améliorer les performances des freins ?"
SID002366 "Voulez-vous lancer un nouveau projet de conception pour améliorer les performances de l'embrayage ?"
SID002367 "Voulez-vous lancer un nouveau projet de conception pour améliorer les performances de l'électronique ?"
SID002368 "Voulez-vous lancer un nouveau projet de conception pour améliorer les performances de la boîte ?"
SID002369 "Voulez-vous lancer un nouveau projet de conception pour améliorer les performances de l'hydraulique ?"
SID002370 "Voulez-vous lancer un nouveau projet de conception pour améliorer les performances de la suspension ?"
SID002371 "Voulez-vous lancer un nouveau projet de conception pour améliorer les performances de l'accélérateur ?"
SID002372 "Voulez-vous lancer un nouveau projet de conception pour améliorer la fiabilité des freins ?"
SID002373 "Voulez-vous lancer un nouveau projet de conception pour améliorer la fiabilité de l'embrayage ?"
SID002374 "Voulez-vous lancer un nouveau projet de conception pour améliorer la fiabilité de l'électronique ?"
SID002375 "Voulez-vous lancer un nouveau projet de conception pour améliorer la fiabilité de la boîte ?"
SID002376 "Voulez-vous lancer un nouveau projet de conception pour améliorer la fiabilité de l'hydraulique ?"
SID002377 "Voulez-vous lancer un nouveau projet de conception pour améliorer la fiabilité de la suspension ?"
SID002378 "Voulez-vous lancer un nouveau projet de conception pour améliorer la fiabilité de l'accélérateur ?"
SID002379 "Vous ne pouvez lancer la construction de cette amélioration tant que les ingénieurs n'auront pas achevé la mise à niveau technologique en cours."
SID002380 "Votre modèle amélioré a été transmis à l'équipe de construction, afin qu'elle puisse lancer immédiatement la fabrication des nouveaux freins."
SID002381 "Vous ne pouvez lancer la construction de cette amélioration tant que les ingénieurs n'auront pas achevé la mise à niveau technologique en cours."
SID002382 "Votre modèle amélioré a été transmis à l'équipe de construction, afin qu'elle puisse lancer immédiatement la fabrication du nouvel embrayage."
SID002383 "Vous ne pouvez lancer la construction de cette amélioration tant que les ingénieurs n'auront pas achevé la mise à niveau technologique en cours."
SID002384 "Votre modèle amélioré a été transmis à l'équipe de construction, afin qu'elle puisse lancer immédiatement la fabrication de la nouvelle électronique."
SID002385 "Vous ne pouvez lancer la construction de cette amélioration tant que les ingénieurs n'auront pas achevé la mise à niveau technologique en cours."
SID002386 "Votre modèle amélioré a été transmis à l'équipe de construction, afin qu'elle puisse lancer immédiatement la fabrication de la nouvelle boîte."
SID002387 "Vous ne pouvez lancer la construction de cette amélioration tant que les ingénieurs n'auront pas achevé la mise à niveau technologique en cours."
SID002388 "Votre modèle amélioré a été transmis à l'équipe de construction, afin qu'elle puisse lancer immédiatement la fabrication du nouveau système hydraulique."
SID002389 "Votre modèle amélioré a été transmis à l'équipe de construction, afin qu'elle puisse lancer immédiatement la fabrication de la nouvelle suspension."
SID002390 "Vous ne pouvez lancer la construction de cette amélioration tant que les ingénieurs n'auront pas achevé la mise à niveau technologique en cours."
SID002391 "Votre modèle amélioré a été transmis à l'équipe de construction, afin qu'elle puisse lancer immédiatement la fabrication de la nouvelle commande d'accélérateur."
SID002392 "Voulez-vous lancer un nouveau projet de conception pour améliorer la suspension active ?"
SID002393 "Voulez-vous lancer un nouveau projet de conception pour améliorer la boîte automatique ?"
SID002394 "Voulez-vous lancer un nouveau projet de conception pour améliorer le freinage assisté ?"
SID002395 "Voulez-vous lancer un nouveau projet de conception pour améliorer le contrôle de traction ?"
SID002396 "Vous ne pouvez lancer la construction de cette amélioration tant que les ingénieurs n'auront pas achevé la mise à niveau de l'aide au pilotage en cours."
SID002397 "Ce modèle n'a pas encore été approuvé par la FIA. Etes-vous certain de vouloir le transmettre à l'équipe de construction ?"
SID002398 "Votre modèle amélioré a été transmis à l'équipe de construction, afin qu'elle puisse lancer immédiatement la fabrication de la nouvelle suspension active."
SID002399 "Vous ne pouvez lancer la construction de cette amélioration tant que les ingénieurs n'auront pas achevé la mise à niveau de l'aide au pilotage en cours."
SID002400 "Ce modèle n'a pas encore été approuvé par la FIA. Etes-vous certain de vouloir le transmettre à  l'équipe de construction alors que la FIA risque de rejeter votre boîte automatique ?"
SID002401 "Votre modèle amélioré a été transmis à l'équipe de construction, afin qu'elle puisse lancer immédiatement la fabrication de la nouvelle boîte automatique."
SID002402 "Vous ne pouvez lancer la construction de cette amélioration tant que les ingénieurs n'auront pas achevé la mise à niveau de l'aide au pilotage en cours."
SID002403 "Ce modèle n'a pas encore été approuvé par la FIA. Etes-vous certain de vouloir le transmettre à  l'équipe de construction alors que la FIA risque de rejeter votre freinage assisté ?"
SID002404 "Votre modèle amélioré a été transmis à l'équipe de construction, afin qu'elle puisse lancer immédiatement la fabrication du nouveau système de freinage assisté."
SID002405 "Vous ne pouvez lancer la construction de cette amélioration tant que les ingénieurs n'auront pas achevé la mise à niveau de l'aide au pilotage en cours."
SID002406 "Ce modèle n'a pas encore été approuvé par la FIA. Etes-vous certain de vouloir le transmettre à  l'équipe de construction alors que la FIA risque de rejeter votre nouveau contrôle de traction ?"
SID002407 "Votre modèle amélioré a été transmis à l'équipe de construction, afin qu'elle puisse lancer immédiatement la fabrication du nouveau système de contrôle de traction."
SID002408 "Voulez-vous soumettre votre nouveau modèle de suspension active à la FIA pour inspection et approbation ?"
SID002409 "Voulez-vous soumettre votre nouveau modèle de boîte automatique à la FIA pour inspection et approbation ?"
SID002410 "Voulez-vous soumettre votre nouveau modèle de freinage assisté à la FIA pour inspection et approbation ?"
SID002411 "Voulez-vous soumettre votre nouveau modèle de contrôle de traction à la FIA pour inspection et approbation ?"
SID002412 "Détruire châssis non-conforme"
SID002413 "Lancer nouvelle conception de châssis"
SID002414 "Réduire le personnel"
SID002415 "Accroître le personnel"
SID002416 "Terminer la phase de conception"
SID002417 "Construire le châssis"
SID002418 "Améliorer les performances"
SID002419 "Améliorer la fiabilité"
SID002420 "Construire de nouveaux freins"
SID002421 "Construire un nouvel embrayage"
SID002422 "Construire une nouvelle electronique"
SID002423 "Construire une nouvelle boîte"
SID002424 "Construire une nouvelle hydraulique"
SID002425 "Construire une nouvelle suspension"
SID002426 "Construire un nouvel accélérateur"
SID002427 "Améliorer la suspension active"
SID002428 "Améliorer la boîte auto"
SID002429 "Améliorer le freinage assisté"
SID002430 "Améliorer le contrôle de traction"
SID002431 "Construire une nouvelle suspension active"
SID002432 "Construire une nouvelle boîte auto"
SID002433 "Construire un nouveau freinage assisté"
SID002434 "Construire un nouveau contrôle de traction"
SID002435 "Soumettre à l'approbation de la FIA"
SID002436 "Concepteurs"
SID002437 "Disponible(s)"
SID002438 "%d%%"
SID002439 "Châssis %d"
SID002440 "%d%%"
SID002441 "Châssis %d"
SID002442 "%d%%"
SID002443 "Technologie"
SID002444 "%d%%"
SID002445 "Aides au pilotage"
SID002446 "%d%%"
SID002447 "Châssis %d"
SID002448 "Nom"
SID002449 "Tenue rte"
SID002450 "Projet"
SID002451 "?"
SID002452 "%d%%"
SID002453 "Néant"
SID002454 "Châssis %d"
SID002455 "Nom"
SID002456 "Etape"
SID002457 "Efficacité"
SID002458 "%d%%"
SID002459 "Aides au pilotage"
SID002460 "Composant"
SID002461 "Niveau"
SID002462 "FIA"
SID002463 "Technologie"
SID002464 "Performances"
SID002465 "Fiabilité"
SID002466 "Freins"
SID002467 "Embrayage"
SID002468 "Electronique"
SID002469 "Boîte"
SID002470 "Hydraulique"
SID002471 "Suspension"
SID002472 "Accélérateur"
SID002473 "Concepteurs"
SID002474 "Disponible(s)"
SID002475 "%d%%"
SID002476 "Châssis %d"
SID002477 "%d%%"
SID002478 "Technologie"
SID002479 "%d%%"
SID002480 "Aides au pilotage"
SID002481 "%d%%"
SID002482 "Châssis %d"
SID002483 "Châssis %d"
SID002484 "%d%%"
SID002485 "Etape de conception"
SID002486 "Efficacité"
SID002487 "%d%%"
SID002488 "Règlement %d"
SID002489 "Lancer travaux"
SID002490 "Lancer travaux"
SID002491 "Conception châssis %d"
SID002492 "Conception châssis %d"
SID002493 "Etape"
SID002494 "Installation"
SID002495 "Progression"
SID002496 "Finir"
SID002497 "Conception"
SID002498 "%d%%"
SID002499 "Simulation info"
SID002500 "%d%%"
SID002501 "Maquette"
SID002502 "%d%%"
SID002503 "Soufflerie"
SID002504 "%d%%"
SID002505 "Construire châssis"
SID002506 "Nouveau modèle de châssis"
SID002507 "Responsable conception"
SID002508 "Il est très risqué de travailler à un nouveau châssis avant la publication du règlement de la FIA."
SID002509 "Voitures de l'an prochain"
SID002510 "Directeur technique"
SID002511 "Nous sommes prêts à construire les voitures de la saison prochaine."
SID002512 "Concepteurs"
SID002513 "Disponible(s)"
SID002514 "%d%%"
SID002515 "Châssis %d"
SID002516 "%d%%"
SID002517 "Technologie"
SID002518 "%d%%"
SID002519 "Aides au pilotage"
SID002520 "%d%%"
SID002521 "Châssis %d"
SID002522 "%d%%"
SID002523 "Châssis %s"
